issue_key,existence,property,executive,summary,description,issue_type,status,resolution,priority,labels,components,created,updated,resolved,votes,watchers,parent_key,comment_count,attachment_count,combined_text,tokens,preprocessed_text,token_count,description_length
TIKA-333,False,True,True,Improve accuracy of charset detection for HTML pages,"Charset detection for HTML pages doesn't work all that well currently, due to the amount of text that's HTML markup at the beginning of the document.

A simple solution would be to skip over the first 2K (assuming the document is long enough) before passing bytes to ICU4J.

A more complex solution would be to scan for title and body tags, and pass bytes found in each.
",Improvement,Closed,Not A Problem,Minor,,,2009-11-25T17:52:42.546+0000,2009-11-25T18:36:54.344+0000,2009-11-25T18:36:54.346+0000,0,0,,1,0,"Improve accuracy of charset detection for HTML pages Charset detection for HTML pages doesn't work all that well currently, due to the amount of text that's HTML markup at the beginning of the document.

A simple solution would be to skip over the first 2K (assuming the document is long enough) before passing bytes to ICU4J.

A more complex solution would be to scan for title and body tags, and pass bytes found in each.
",improve accuracy charset detection html page charset detection html page work well currently due amount text html markup beginning document simple solution skip first assuming document long enough passing byte icu complex solution scan title body tag pas byte found,improve accuracy charset detection html page charset detection html page work well currently due amount text html markup beginning document simple solution skip first assuming document long enough passing byte icu complex solution scan title body tag pas byte found,40,371
TIKA-270,False,True,False,secure-processing not supported by some JAXP implementations,,Bug,Resolved,Duplicate,Minor,,parser,2009-09-03T09:19:20.559+0000,2009-09-03T09:23:13.915+0000,2009-09-03T09:23:13.917+0000,0,0,,1,0,secure-processing not supported by some JAXP implementations ,secure processing supported jaxp implementation,secure processing supported jaxp implementation,5,0
TIKA-261,True,True,False,Ability to limit the amount of extracted text,"It would be nice to have some generic mechanism to limit the amount of text extracted from a single document. This would be especially useful for anything that buffers the entire result of text extraction in memory, and it could also be used to improve performance in cases where having the entire contents of huge documents is not that important.",New Feature,Resolved,Fixed,Minor,,parser,2009-07-15T16:35:55.241+0000,2010-03-19T16:53:50.553+0000,2010-03-19T16:53:50.570+0000,0,0,,1,0,"Ability to limit the amount of extracted text It would be nice to have some generic mechanism to limit the amount of text extracted from a single document. This would be especially useful for anything that buffers the entire result of text extraction in memory, and it could also be used to improve performance in cases where having the entire contents of huge documents is not that important.",ability limit amount extracted text nice generic mechanism limit amount text extracted single document especially useful anything buffer entire result text extraction memory improve performance case entire content huge document important,ability limit amount extracted text nice generic mechanism limit amount text extracted single document especially useful anything buffer entire result text extraction memory improve performance case entire content huge document important,31,347
TIKA-238,True,False,False,Better handling of delegating parser implementations,"Delegating Parser implementations (i.e. ones that call another Parser instance to process some parts of the input document) like the PackageParser subclasses currently simply instantiate a new AutoDetectParser() whenever a more specific delegate parser has not been specified. This is troublesome as it 1) makes customization more difficult and 2) performs poorly since a new AutoDetectParser (with a new freshly parsed copy of the default configuration) is currently instantiated whenever such a delegating parser is used.

Instead of working around the issue with things like keeping a static copy of the pre-parsed default configuration, I'd like to solve this issue by introducing a new DelegatingParser abstraction for this and hooking it to the configuration mechanism.",Improvement,Closed,Fixed,Minor,,config; parser,2009-06-02T01:23:40.802+0000,2009-08-05T21:15:39.382+0000,2009-06-02T08:45:51.871+0000,0,0,,1,0,"Better handling of delegating parser implementations Delegating Parser implementations (i.e. ones that call another Parser instance to process some parts of the input document) like the PackageParser subclasses currently simply instantiate a new AutoDetectParser() whenever a more specific delegate parser has not been specified. This is troublesome as it 1) makes customization more difficult and 2) performs poorly since a new AutoDetectParser (with a new freshly parsed copy of the default configuration) is currently instantiated whenever such a delegating parser is used.

Instead of working around the issue with things like keeping a static copy of the pre-parsed default configuration, I'd like to solve this issue by introducing a new DelegatingParser abstraction for this and hooking it to the configuration mechanism.",better handling delegating parser implementation delegating parser implementation call another parser instance process part input document package parser subclass currently simply instantiate auto detect parser whenever specific delegate parser specified troublesome customization difficult performs poorly since auto detect parser freshly parsed copy default configuration currently instantiated whenever delegating parser instead working around thing keeping static copy pre parsed default configuration solve introducing delegating parser abstraction hooking configuration mechanism,better handling delegating parser implementation delegating parser implementation call another parser instance process part input document package parser subclass currently simply instantiate auto detect parser whenever specific delegate parser specified troublesome customization difficult performs poorly since auto detect parser freshly parsed copy default configuration currently instantiated whenever delegating parser instead working around thing keeping static copy pre parsed default configuration solve introducing delegating parser abstraction hooking configuration mechanism,68,775
TIKA-216,False,True,False,Zip bomb prevention,"It would be good to have a mechanism that automatically detects a ""zip bomb"", i.e. a compressed document that expands to excessive amounts of extracted text. The classic example is the 42.zip file that's just 42kB in size, but expands to about 4 *petabytes* when all layers are fully uncompressed.

A simple preventive measure could be a Parser decorator that counts the number of input bytes and the output characters, and fails with a TikaException when the ratio exceeds some configurable limit.

As another preventive measure, the decorator could also keep track of the time (and perhaps even memory, if possible) it takes to process the input document. A TikaException would be thrown if processing time exceeds some configurable limit.",New Feature,Closed,Fixed,Major,,parser,2009-04-08T12:01:23.617+0000,2012-02-10T12:21:01.954+0000,2009-07-13T20:12:27.286+0000,0,0,,5,0,"Zip bomb prevention It would be good to have a mechanism that automatically detects a ""zip bomb"", i.e. a compressed document that expands to excessive amounts of extracted text. The classic example is the 42.zip file that's just 42kB in size, but expands to about 4 *petabytes* when all layers are fully uncompressed.

A simple preventive measure could be a Parser decorator that counts the number of input bytes and the output characters, and fails with a TikaException when the ratio exceeds some configurable limit.

As another preventive measure, the decorator could also keep track of the time (and perhaps even memory, if possible) it takes to process the input document. A TikaException would be thrown if processing time exceeds some configurable limit.",zip bomb prevention good mechanism automatically detects zip bomb compressed document expands excessive amount extracted text classic example zip file size expands petabyte layer fully uncompressed simple preventive measure parser decorator count number input byte output character fails exception ratio exceeds configurable limit another preventive measure decorator keep track time perhaps even memory possible take process input document exception thrown processing time exceeds configurable limit,zip bomb prevention good mechanism automatically detects zip bomb compressed document expands excessive amount extracted text classic example zip file size expands petabyte layer fully uncompressed simple preventive measure parser decorator count number input byte output character fails exception ratio exceeds configurable limit another preventive measure decorator keep track time perhaps even memory possible take process input document exception thrown processing time exceeds configurable limit,65,741
TIKA-99,True,False,False,Support external parser programs,"There should be a parser component (like ExternalParser) that invokes an external command line application, feeds the given document as input to the application, and returns the output from the application as the extracted text (or xhtml) content. This would allow integration with tools like catdoc or pdf2txt.",New Feature,Closed,Fixed,Minor,,parser,2007-11-12T12:22:21.071+0000,2009-05-22T22:05:27.774+0000,2008-07-12T10:19:06.604+0000,0,0,,1,0,"Support external parser programs There should be a parser component (like ExternalParser) that invokes an external command line application, feeds the given document as input to the application, and returns the output from the application as the extracted text (or xhtml) content. This would allow integration with tools like catdoc or pdf2txt.",support external parser program parser component external parser invokes external command line application feed given document input application return output application extracted text xhtml content allow integration tool catdoc pdf txt,support external parser program parser component external parser invokes external command line application feed given document input application return output application extracted text xhtml content allow integration tool catdoc pdf txt,31,311
TIKA-203,True,False,False,Earlier metadata extraction in ParsingReader,"The normal parse() method guarantees that all extracted metadata will be available in the metadata object once the method returns. But since the ParsingReader class runs the parse() method in a background thread, one can only assume that extracted metadata is available once the entire character stream has been consumed. This is troublesome for example when creating Lucene Document objects, as Lucene postpones reading the given character stream to when the already constructed Document is passed to an IndexWriter. The result is that (depending on thread scheduling and the structure of the input document format) metadata may not be available for inclusion in the indexed Document.

One way of fixing this issue is to add a small character buffer in ParsingReader, and to make sure that the buffer is filled with extracted text before the ParsingReader constructor returns. This should ensure that relevant document metadata is almost always available, since the majority of document formats have all or most metadata at the beginning of the document stream.",Improvement,Closed,Fixed,Minor,,parser,2009-02-11T16:14:03.900+0000,2009-07-17T13:24:40.679+0000,2009-02-13T23:09:31.187+0000,0,0,,6,1,"Earlier metadata extraction in ParsingReader The normal parse() method guarantees that all extracted metadata will be available in the metadata object once the method returns. But since the ParsingReader class runs the parse() method in a background thread, one can only assume that extracted metadata is available once the entire character stream has been consumed. This is troublesome for example when creating Lucene Document objects, as Lucene postpones reading the given character stream to when the already constructed Document is passed to an IndexWriter. The result is that (depending on thread scheduling and the structure of the input document format) metadata may not be available for inclusion in the indexed Document.

One way of fixing this issue is to add a small character buffer in ParsingReader, and to make sure that the buffer is filled with extracted text before the ParsingReader constructor returns. This should ensure that relevant document metadata is almost always available, since the majority of document formats have all or most metadata at the beginning of the document stream.",earlier metadata extraction parsing reader normal parse method guarantee extracted metadata available metadata object method return since parsing reader class run parse method background thread assume extracted metadata available entire character stream consumed troublesome example creating lucene document object lucene postpones reading given character stream already constructed document passed index writer result depending thread scheduling structure input document format metadata may available inclusion indexed document way fixing add small character buffer parsing reader sure buffer filled extracted text parsing reader constructor return ensure relevant document metadata almost always available since majority document format metadata beginning document stream,earlier metadata extraction parsing reader normal parse method guarantee extracted metadata available metadata object method return since parsing reader class run parse method background thread assume extracted metadata available entire character stream consumed troublesome example creating lucene document object lucene postpones reading given character stream already constructed document passed index writer result depending thread scheduling structure input document format metadata may available inclusion indexed document way fixing add small character buffer parsing reader sure buffer filled extracted text parsing reader constructor return ensure relevant document metadata almost always available since majority document format metadata beginning document stream,97,1062
TIKA-172,True,False,False,New Open Document Parser that emmits structured XHTML content.,"The current Open Document parser is very simplistic. It only creates a paragraph with the whole text content of ODF documents in it. The problem is also, that all whitespace is stripped.

The attached patch is a new and SAX-featured (so low memory capable) parser without using external libraries for ODF. The structure of ODF content.xml files is very clean (and identical for all types of documents) and maps very good to XHTML. It is possible to map paragraphs to <p> tags and headings to <hX>-Tags. Also tables (and so spreadsheets) are identical to HTML rules.

The idea behind this parser is a simple tag mapping approach. A new ContentHandlerDecorator in the o.a.t.sax-Package is able to simple map element names and attributes by a Map<javax.xml.namespace.QName,...). For each mapping a second mapping for the attributes Map<javax.xml.namespace.QName,javax.xml.namespace.QName> is available that maps the attributes. All not mappable attributes are thrown away. Tag names not in the mapping are are also not reported to the delegate.

With this new decorator, it is possible to map all ODF content.xml names to XHTML using a static map in the parser class. In addition to this some extra-handling for special cases in ODF are done in the SAX handler, that receives the parsing events (that extends ElementMappingContentHandler) is done:
a) only direct content of tags from the text:-namespace are reported to characters(), this excludes style tags and so on.
b) some tags and *all* its content are left out (Templates for TOC, additional cells for col/rowspan handling)
c) mapping of <text:h> to HTML <hX> is done by using the heading level (in ODF in an attribute of <text:h>).

As there are still some OpenOffice version 1.0 documents around (.sxw-files) that use old namespace declarations in meta.xml and content.xml (the current parser fails to parse metadata and content of such documents), an additional ContentHandlerDecorator is used, that maps all old namespaces beginning with ""http://openoffice.org/2000/"" to the ""urn:oasis..."" ones.
If support for such ld document types is not needed, we could simply leave out this additional decorator.

This is a very clean and good working approach for ODF files. In my opinion, this could also be done in a similar way for OpenXML files for MS Office 2007. I looked into the new POI version, that has text extraction support for OpenXML, but this uses a lot of additional XML parser libraries, DOM trees and does not use SAX, and is memory intensive. I think (I will read the specs from Microsoft the next days) and maybe I will create the same infracstruture for OpenXML, too. As POI is for OLE2 document format, it should only be used for this and not the XML based OpenXML.",Improvement,Closed,Fixed,Major,,parser,2008-11-15T17:27:31.087+0000,2013-05-02T02:29:18.786+0000,2008-12-03T00:14:24.562+0000,0,0,,6,1,"New Open Document Parser that emmits structured XHTML content. The current Open Document parser is very simplistic. It only creates a paragraph with the whole text content of ODF documents in it. The problem is also, that all whitespace is stripped.

The attached patch is a new and SAX-featured (so low memory capable) parser without using external libraries for ODF. The structure of ODF content.xml files is very clean (and identical for all types of documents) and maps very good to XHTML. It is possible to map paragraphs to <p> tags and headings to <hX>-Tags. Also tables (and so spreadsheets) are identical to HTML rules.

The idea behind this parser is a simple tag mapping approach. A new ContentHandlerDecorator in the o.a.t.sax-Package is able to simple map element names and attributes by a Map<javax.xml.namespace.QName,...). For each mapping a second mapping for the attributes Map<javax.xml.namespace.QName,javax.xml.namespace.QName> is available that maps the attributes. All not mappable attributes are thrown away. Tag names not in the mapping are are also not reported to the delegate.

With this new decorator, it is possible to map all ODF content.xml names to XHTML using a static map in the parser class. In addition to this some extra-handling for special cases in ODF are done in the SAX handler, that receives the parsing events (that extends ElementMappingContentHandler) is done:
a) only direct content of tags from the text:-namespace are reported to characters(), this excludes style tags and so on.
b) some tags and *all* its content are left out (Templates for TOC, additional cells for col/rowspan handling)
c) mapping of <text:h> to HTML <hX> is done by using the heading level (in ODF in an attribute of <text:h>).

As there are still some OpenOffice version 1.0 documents around (.sxw-files) that use old namespace declarations in meta.xml and content.xml (the current parser fails to parse metadata and content of such documents), an additional ContentHandlerDecorator is used, that maps all old namespaces beginning with ""http://openoffice.org/2000/"" to the ""urn:oasis..."" ones.
If support for such ld document types is not needed, we could simply leave out this additional decorator.

This is a very clean and good working approach for ODF files. In my opinion, this could also be done in a similar way for OpenXML files for MS Office 2007. I looked into the new POI version, that has text extraction support for OpenXML, but this uses a lot of additional XML parser libraries, DOM trees and does not use SAX, and is memory intensive. I think (I will read the specs from Microsoft the next days) and maybe I will create the same infracstruture for OpenXML, too. As POI is for OLE2 document format, it should only be used for this and not the XML based OpenXML.",open document parser emmits structured xhtml content current open document parser simplistic creates paragraph whole text content odf document problem whitespace stripped attached patch sax featured low memory capable parser without external library odf structure odf content xml file clean identical type document map good xhtml possible map paragraph tag heading tag table spreadsheet identical html rule idea behind parser simple tag mapping approach content handler decorator sax package able simple map element name attribute map javax xml namespace qname mapping second mapping attribute map javax xml namespace qname javax xml namespace qname available map attribute mappable attribute thrown away tag name mapping reported delegate decorator possible map odf content xml name xhtml static map parser class addition extra handling special case odf done sax handler receives parsing event extends element mapping content handler done direct content tag text namespace reported character excludes style tag tag content left template toc additional cell col rowspan handling mapping text html done heading level odf attribute text still open office version document around sxw file old namespace declaration meta xml content xml current parser fails parse metadata content document additional content handler decorator map old namespaces beginning urn oasis support document type needed simply leave additional decorator clean good working approach odf file opinion done similar way open xml file office looked poi version text extraction support open xml lot additional xml parser library dom tree sax memory intensive think read spec microsoft next day maybe create infracstruture open xml poi ole document format xml based open xml,open document parser emmits structured xhtml content current open document parser simplistic creates paragraph whole text content odf document problem whitespace stripped attached patch sax featured low memory capable parser without external library odf structure odf content xml file clean identical type document map good xhtml possible map paragraph tag heading tag table spreadsheet identical html rule idea behind parser simple tag mapping approach content handler decorator sax package able simple map element name attribute map javax xml namespace qname mapping second mapping attribute map javax xml namespace qname javax xml namespace qname available map attribute mappable attribute thrown away tag name mapping reported delegate decorator possible map odf content xml name xhtml static map parser class addition extra handling special case odf done sax handler receives parsing event extends element mapping content handler done direct content tag text namespace reported character excludes style tag tag content left template toc additional cell col rowspan handling mapping text html done heading level odf attribute text still open office version document around sxw file old namespace declaration meta xml content xml current parser fails parse metadata content document additional content handler decorator map old namespaces beginning urn oasis support document type needed simply leave additional decorator clean good working approach odf file opinion done similar way open xml file office looked poi version text extraction support open xml lot additional xml parser library dom tree sax memory intensive think read spec microsoft next day maybe create infracstruture open xml poi ole document format xml based open xml,255,2736
TIKA-153,True,True,False,Allow passing of files or memory buffers to parsers,"Some of our parsers need to be able to go back and forth within a source document, so need either a file or (for smaller documents) an in-memory buffer that contains the full document. Currently we use temporary files for such cases, which in some cases means doing an extra copy of a file before it gets parsed. We should come up with some way for clients to pass in a file or a memory buffer if one is available.",New Feature,Closed,Fixed,Minor,,parser,2008-07-30T08:45:02.708+0000,2011-10-20T12:34:16.490+0000,2011-05-20T22:58:31.802+0000,2,1,,4,0,"Allow passing of files or memory buffers to parsers Some of our parsers need to be able to go back and forth within a source document, so need either a file or (for smaller documents) an in-memory buffer that contains the full document. Currently we use temporary files for such cases, which in some cases means doing an extra copy of a file before it gets parsed. We should come up with some way for clients to pass in a file or a memory buffer if one is available.",allow passing file memory buffer parser parser able back forth within source document either file smaller document memory buffer contains full document currently temporary file case case mean extra copy file parsed come way client pas file memory buffer available,allow passing file memory buffer parser parser able back forth within source document either file smaller document memory buffer contains full document currently temporary file case case mean extra copy file parsed come way client pas file memory buffer available,40,414
TIKA-143,True,False,True,Add ParsingReader,"Lucene Java takes a Reader as input when including content in a search index. Tika instead generates SAX events or (with WriteOutContentHandler) writes content to a Writer, which requires extra work when integrating with Lucene and other tools that expect a Reader.

To cover that case we should implement a ParsingReader class that takes an InputStream and a Tika Parser and returns the parsed text content through the Reader interface.",New Feature,Closed,Fixed,Minor,,parser,2008-06-06T13:57:24.911+0000,2009-05-22T22:05:29.101+0000,2008-06-06T15:11:06.345+0000,0,0,,1,0,"Add ParsingReader Lucene Java takes a Reader as input when including content in a search index. Tika instead generates SAX events or (with WriteOutContentHandler) writes content to a Writer, which requires extra work when integrating with Lucene and other tools that expect a Reader.

To cover that case we should implement a ParsingReader class that takes an InputStream and a Tika Parser and returns the parsed text content through the Reader interface.",add parsing reader lucene java take reader input including content search index instead generates sax event write content handler writes content writer requires extra work integrating lucene tool expect reader cover case implement parsing reader class take input stream parser return parsed text content reader interface,add parsing reader lucene java take reader input including content search index instead generates sax event write content handler writes content writer requires extra work integrating lucene tool expect reader cover case implement parsing reader class take input stream parser return parsed text content reader interface,46,437
TIKA-139,True,False,False,Add a composite parser,There should be a generic parser class that delegates parsing calls to underlying component parsers based on the incoming document type metadata.,New Feature,Closed,Fixed,Minor,,parser,2008-04-11T14:25:46.810+0000,2009-05-22T22:05:28.877+0000,2008-05-06T06:49:35.411+0000,0,0,,4,0,Add a composite parser There should be a generic parser class that delegates parsing calls to underlying component parsers based on the incoming document type metadata.,add composite parser generic parser class delegate parsing call underlying component parser based incoming document type metadata,add composite parser generic parser class delegate parsing call underlying component parser based incoming document type metadata,17,145
TIKA-137,True,False,False,Move CLI and GUI into separate sub-modules,"It would be a good choice based on my point of view that you move the CLI and GUI parts into separate modules. This will separate the CLI/GUI parts from the real library parts.

This would result in the following structure:

Root
  +--- CLI
  !
  +--- GUI
  !
  +--- LIB

The LIB represents the real Tika-Framework which can be used by any other application without having integrated of any classes of GUI/CLI which a not needed.",Improvement,Closed,Won't Fix,Minor,,config; general,2008-03-27T22:24:52.090+0000,2009-05-22T22:09:06.211+0000,2008-04-08T15:58:59.121+0000,0,0,,2,0,"Move CLI and GUI into separate sub-modules It would be a good choice based on my point of view that you move the CLI and GUI parts into separate modules. This will separate the CLI/GUI parts from the real library parts.

This would result in the following structure:

Root
  +--- CLI
  !
  +--- GUI
  !
  +--- LIB

The LIB represents the real Tika-Framework which can be used by any other application without having integrated of any classes of GUI/CLI which a not needed.",move cli gui separate sub module good choice based point view move cli gui part separate module separate cli gui part real library part result following structure root cli gui lib lib represents real framework application without integrated class gui cli needed,move cli gui separate sub module good choice based point view move cli gui part separate module separate cli gui part real library part result following structure root cli gui lib lib represents real framework application without integrated class gui cli needed,42,429
TIKA-132,True,False,False,Refactor Excel extractor to parse per sheet and add hyperlink support,"In the excel record stream, hyperlink records come at the end of the sheet, after the cell value records. This is a problem for the current streaming implementation of the excel parser since it means the hyperlink cannot be output when a cell is being processed.

Jukka suggested the following on the mailing list:

""How about if the streaming Excel parser maintained a sparse in-memory table of the contents of the sheet that is currently being parsed and would only generate the respective SAX events once the sheet has been parsed? Since we can focus on only the information that's relevant to Tika clients, the memory requirements sould be moderate even for huge sheets (i.e. much less than the file size even for a single-sheet file). This should satisfy the low memory footprint requirements reasonably well while allowing us to generate more accurate output.""

See here: http://tika.markmail.org/message/ac3kgujkcrgqyb4i

",Improvement,Closed,Fixed,Minor,,parser,2008-03-21T14:11:11.656+0000,2009-05-22T22:05:28.732+0000,2008-07-12T09:42:59.545+0000,0,0,,5,1,"Refactor Excel extractor to parse per sheet and add hyperlink support In the excel record stream, hyperlink records come at the end of the sheet, after the cell value records. This is a problem for the current streaming implementation of the excel parser since it means the hyperlink cannot be output when a cell is being processed.

Jukka suggested the following on the mailing list:

""How about if the streaming Excel parser maintained a sparse in-memory table of the contents of the sheet that is currently being parsed and would only generate the respective SAX events once the sheet has been parsed? Since we can focus on only the information that's relevant to Tika clients, the memory requirements sould be moderate even for huge sheets (i.e. much less than the file size even for a single-sheet file). This should satisfy the low memory footprint requirements reasonably well while allowing us to generate more accurate output.""

See here: http://tika.markmail.org/message/ac3kgujkcrgqyb4i

",refactor excel extractor parse per sheet add hyperlink support excel record stream hyperlink record come end sheet cell value record problem current streaming implementation excel parser since mean hyperlink cannot output cell processed jukka suggested following mailing list streaming excel parser maintained sparse memory table content sheet currently parsed generate respective sax event sheet parsed since focus information relevant client memory requirement sould moderate even huge sheet much less file size even single sheet file satisfy low memory footprint requirement reasonably well allowing generate accurate output see,refactor excel extractor parse per sheet add hyperlink support excel record stream hyperlink record come end sheet cell value record problem current streaming implementation excel parser since mean hyperlink cannot output cell processed jukka suggested following mailing list streaming excel parser maintained sparse memory table content sheet currently parsed generate respective sax event sheet parsed since focus information relevant client memory requirement sould moderate even huge sheet much less file size even single sheet file satisfy low memory footprint requirement reasonably well allowing generate accurate output see,87,929
TIKA-126,True,False,False,"Add Parser.parse(InputStream, Metadata) for metadata extraction","In some cases a client is just interested in the parsed metadata and not the extracted text content. It is easy to ignore the text content by just passing a dummy DefaultHandler to the existing parse() method, but many parsers could avoid a lot of work if they knew in advance that the text content is not needed.

Thus I want to add a parse(InputStream, Metadata) signature to the Parser interface. I'll also add an AbstractParser base class with a trivial implementation of that method:

    public abstract AbstractParser implements Parser {
        public void parse(InputStream stream, Metadata metadata) {
            parse(stream, new DefaultHandler(), metadata);
        }
    }
",New Feature,Closed,Later,Major,,parser,2008-03-09T12:17:42.156+0000,2009-05-22T22:10:34.201+0000,2008-09-19T22:14:54.741+0000,0,0,,3,0,"Add Parser.parse(InputStream, Metadata) for metadata extraction In some cases a client is just interested in the parsed metadata and not the extracted text content. It is easy to ignore the text content by just passing a dummy DefaultHandler to the existing parse() method, but many parsers could avoid a lot of work if they knew in advance that the text content is not needed.

Thus I want to add a parse(InputStream, Metadata) signature to the Parser interface. I'll also add an AbstractParser base class with a trivial implementation of that method:

    public abstract AbstractParser implements Parser {
        public void parse(InputStream stream, Metadata metadata) {
            parse(stream, new DefaultHandler(), metadata);
        }
    }
",add parser parse input stream metadata metadata extraction case client interested parsed metadata extracted text content easy ignore text content passing dummy default handler existing parse method many parser avoid lot work knew advance text content needed thus add parse input stream metadata signature parser interface add abstract parser base class trivial implementation method public abstract abstract parser implement parser public void parse input stream stream metadata metadata parse stream default handler metadata,add parser parse input stream metadata metadata extraction case client interested parsed metadata extracted text content easy ignore text content passing dummy default handler existing parse method many parser avoid lot work knew advance text content needed thus add parse input stream metadata signature parser interface add abstract parser base class trivial implementation method public abstract abstract parser implement parser public void parse input stream stream metadata metadata parse stream default handler metadata,73,687
TIKA-116,True,False,False,Streaming parser for OpenDocument files,"The current OpenOfficeParser first reads the entire meta.xml and content.xml files from the given OpenDocument zip into memory, then parses the in-memory files to DOM trees, merges the trees, and finally evaluates a number of XPath expressions against the resulting DOM tree to extract metadata and document content. All this requires quite a bit of memory and multiple passes over the document.

It would be better if the document could be streamed directly through zip and sax parsers without keeping a full copy of the document in memory or doing multiple passes over the document.

",Improvement,Closed,Fixed,Major,,parser,2008-01-21T03:34:14.484+0000,2009-05-22T22:05:28.279+0000,2008-01-21T21:35:51.545+0000,0,0,,2,1,"Streaming parser for OpenDocument files The current OpenOfficeParser first reads the entire meta.xml and content.xml files from the given OpenDocument zip into memory, then parses the in-memory files to DOM trees, merges the trees, and finally evaluates a number of XPath expressions against the resulting DOM tree to extract metadata and document content. All this requires quite a bit of memory and multiple passes over the document.

It would be better if the document could be streamed directly through zip and sax parsers without keeping a full copy of the document in memory or doing multiple passes over the document.

",streaming parser open document file current open office parser first read entire meta xml content xml file given open document zip memory parses memory file dom tree merges tree finally evaluates number xpath expression resulting dom tree extract metadata document content requires quite bit memory multiple pass document better document streamed directly zip sax parser without keeping full copy document memory multiple pass document,streaming parser open document file current open office parser first read entire meta xml content xml file given open document zip memory parses memory file dom tree merges tree finally evaluates number xpath expression resulting dom tree extract metadata document content requires quite bit memory multiple pass document better document streamed directly zip sax parser without keeping full copy document memory multiple pass document,64,586
TIKA-105,True,False,True,Excel parser implementation based on POI's Event API,"Tika's existing ExcelParser implementation uses POI's HSSFWorkbook to extract text from an Excel file. POI also provides an alternative ""Event API""[1] for processing Excel files - the advantage being that it has a much smaller memory footprint, but at the cost of a slightly more complex API.

I have written an alternative excel parser implementation based on the Event API - if its of interest to the Tika project I'll write a test case for it.


[1] http://poi.apache.org/hssf/how-to.html#event_api",Improvement,Closed,Fixed,Minor,,parser,2007-11-26T02:10:03.249+0000,2009-05-22T22:05:27.809+0000,2008-01-20T14:48:37.581+0000,0,0,,4,1,"Excel parser implementation based on POI's Event API Tika's existing ExcelParser implementation uses POI's HSSFWorkbook to extract text from an Excel file. POI also provides an alternative ""Event API""[1] for processing Excel files - the advantage being that it has a much smaller memory footprint, but at the cost of a slightly more complex API.

I have written an alternative excel parser implementation based on the Event API - if its of interest to the Tika project I'll write a test case for it.


[1] http://poi.apache.org/hssf/how-to.html#event_api",excel parser implementation based poi event api existing excel parser implementation poi hssfworkbook extract text excel file poi provides alternative event api processing excel file advantage much smaller memory footprint cost slightly complex api written alternative excel parser implementation based event api interest project write test case,excel parser implementation based poi event api existing excel parser implementation poi hssfworkbook extract text excel file poi provides alternative event api processing excel file advantage much smaller memory footprint cost slightly complex api written alternative excel parser implementation based event api interest project write test case,47,501
TIKA-95,True,True,False,Pluggable magic header detectors,"Some file formats like MS Office files or specific XML schemas don't have simple magic marker bytes that could be used to easily identify the type of the document. However, it would in many cases be possible to detect such formats with more complex parsing logic.

Also, there are some external libraries (like Sanselan as mentioned in TIKA-92) that contain their own magic header rules. Instead of duplicating such rules in Tika, it would be better if Tika could just invoke the existing external functionality.

To support these cases Tika should provide a mechanism to plug in custom magic header detector components in addition to the traditional configured magic patterns.",New Feature,Resolved,Duplicate,Minor,,mime,2007-11-12T02:22:51.994+0000,2011-05-20T16:54:42.154+0000,2011-05-20T16:54:42.146+0000,0,0,,1,0,"Pluggable magic header detectors Some file formats like MS Office files or specific XML schemas don't have simple magic marker bytes that could be used to easily identify the type of the document. However, it would in many cases be possible to detect such formats with more complex parsing logic.

Also, there are some external libraries (like Sanselan as mentioned in TIKA-92) that contain their own magic header rules. Instead of duplicating such rules in Tika, it would be better if Tika could just invoke the existing external functionality.

To support these cases Tika should provide a mechanism to plug in custom magic header detector components in addition to the traditional configured magic patterns.",pluggable magic header detector file format office file specific xml schema simple magic marker byte easily identify type document however many case possible detect format complex parsing logic external library sanselan mentioned contain magic header rule instead duplicating rule better invoke existing external functionality support case provide mechanism plug custom magic header detector component addition traditional configured magic pattern,pluggable magic header detector file format office file specific xml schema simple magic marker byte easily identify type document however many case possible detect format complex parsing logic external library sanselan mentioned contain magic header rule instead duplicating rule better invoke existing external functionality support case provide mechanism plug custom magic header detector component addition traditional configured magic pattern,59,677
TIKA-90,True,True,False,Allow thumbnails as document metadata,"It would be nice if parser components could produce thumbnail images and other non-string metadata when parsing documents.

To do this, we could either generalize the current Metadata methods, or introduce new methods for handling such non-string metadata.",New Feature,Open,,Minor,,general,2007-11-12T00:57:37.928+0000,2015-03-01T06:43:52.519+0000,,2,6,,1,0,"Allow thumbnails as document metadata It would be nice if parser components could produce thumbnail images and other non-string metadata when parsing documents.

To do this, we could either generalize the current Metadata methods, or introduce new methods for handling such non-string metadata.",allow thumbnail document metadata nice parser component produce thumbnail image non string metadata parsing document either generalize current metadata method introduce method handling non string metadata,allow thumbnail document metadata nice parser component produce thumbnail image non string metadata parsing document either generalize current metadata method introduce method handling non string metadata,26,256
